* `displayName` (`id`): `description` (`name`, `displayQuality`, `quality`, `priceEach`, `maxStackCount`)
* 蓝图：UZI (297): 用于在工作台研发武器：UZI。 (BP_UZI, 4, 4, 50, 1)
* 移动硬盘 (298): 能够承载数据的移动硬盘，质量非常好。 (HardDrive, 0, 3, 239, 1)
* 移动硬盘：宿舍楼 (299): 装有宿舍电脑数据的硬盘。 (Quest_HardDrive_Dormitory, 0, 2, 1, 1)
* 移动硬盘：加油站录像 (300): 装有加油站监控录像的硬盘。 (Quest_HardDrive_GasStation, 0, 2, 1, 1)
* J-Lab软盘 (301): 装有加密数据的软盘。 (FloppyDisk, 0, 4, 1200, 1)
* 枪 (302): 一挺机枪，高续航。 (1_EnemyGun_Template, 5, 9, 95000, 1)
* ??? (303): Item_EGun_SHOT_Storm_NoGraphic_Desc (EGun_SHOT_Storm_NoGraphic, 0, 9, 284, 1)
* ??? (304): Item_EGun_AR_Storm_NoGraphic_Desc (EGun_AR_Storm_NoGraphic, 0, 9, 284, 1)
* 切肉刀 (305): 看起来很粗犷的刀，不是很锋利。 (PigKnife, 0, 1, 175, 1)
* 战斧 (306): 狂战士专用。 (Axe, 0, 5, 1975, 1)
* 一级防弹衣 (307): 比纸还薄，能挡一发水弹枪。 (1_Armor_Template, 0, 9, 13000, 1)
* 冷核碎片 (308): 发出幽幽的蓝光。 (ColdCore, 3, 2, 250, 6)
* 赤核碎片 (309): 不稳定，散发巨大能量。 (FlamingCore, 5, 2, 500, 6)
* ??? (310): Item_EGun_Magic_Desc (EGun_Magic, 0, 9, 284, 1)
* ??? (311): Item_EGun_SMG_Storm_NoGraphic_Desc (EGun_SMG_Storm_NoGraphic, 0, 9, 284, 1)
* 工厂门禁卡 (312): 工厂员工的门禁卡。 (Key_Card_Factory, 0, 3, 2185, 1)
* 工厂门禁卡(加密) (313): 工厂员工的门禁卡（已被加密，无法使用）。 (Key_Card_Factory_Uncrack, 0, 6, 1, 1)
* 武器蓝图：基础 (314): 用于研发武器的基础蓝图。 (BP_Weapon_0_Basic, 0, 99, 800, 1)
* 武器蓝图：专业 (315): 用于研发武器的专业蓝图。 (BP_Weapon_2_Pro, 5, 99, 3000, 1)
* 武器蓝图：进阶 (316): 用于研发武器的进阶蓝图。 (BP_Weapon_1_Advanced, 4, 99, 2000, 1)
* 武器蓝图：终极 (317): 用于研发武器的终极蓝图。 (BP_Weapon_3_Ultimate, 6, 99, 3000, 1)
* 图腾:甲胄 Ⅱ (318): 大幅增强防护属性。 (Totem_Armor 2, 3, 3, 2000, 1)
* 图腾:甲胄 Ⅰ (319): 增强防护属性。 (Totem_Armor, 1, 1, 350, 1)
* 图腾:进击 Ⅱ (320): 大幅提高枪械的伤害。 (Totem_GunDamage 2, 4, 4, 3500, 1)
* 图腾:进击 Ⅰ (321): 提高枪械的伤害。 (Totem_GunDamage, 2, 2, 1000, 1)
* 图腾:战士 II (322): 中幅增加近战输出。 (Totem_MeleeAttack 2, 3, 3, 2000, 1)
* 图腾:战士 I (323): 小幅增加近战输出。 (Totem_MeleeAttack, 2, 2, 1000, 1)
* 图腾:轻盈 Ⅱ (324): 增加移动能力。 (Totem_Speed 2, 4, 4, 3500, 1)
* 图腾:健壮 Ⅲ (325): 负重属性增强，背包容量增加。 (Totem_Strong 3, 4, 4, 3500, 1)
* 火箭弹 Lv1 (326): 发射器弹药。 (Bullet_Rocket, 0, 5, 500, 5)
* RPG-7 (327): 爆炸性伤害，咻~~~砰！ (Rocket_RPG_Lv_1, 0, 6, 8531, 1)
* 显示卡 (328): 久经沙场的图形处理卡，布满灰尘。 (GPU, 0, 5, 21436, 1)
* 充电宝 (329): 物美价廉的充电宝，不过充不了几次。 (PowerBank, 3, 3, 810, 1)
* 情报文件 (330): 包含了各种机密信息的情报文件。 (InformationFiles, 0, 5, 4176, 1)
* LEDX皮肤透照仪 (331): 血管显像仪，用于显示血管，便于注射。 (LEDX, 0, 5, 32514, 1)
* 螺栓 (332): 略微生锈的螺栓，硬度够用。 (Bolt, 0, 1, 193, 10)
* 灯泡 (333): 普通的灯泡，看起来还能工作。 (Bulb, 0, 2, 255, 10)
* 节能灯 (334): 亮起来更加省电，不过看起来质量不太好。 (Bulb2, 0, 3, 827, 3)
* 螺母 (335): 充满划痕的螺母。 (Nut, 0, 1, 222, 10)
* 电源线 (336): 电脑用的电源线。 (Cable, 0, 2, 514, 1)
* 电线 (337): 各种电线。 (Cables, 0, 1, 150, 5)
* CD驱动器 (338): 用来读取CD光盘。 (CDDriver, 0, 2, 579, 1)
* 电路板 (339): 电脑主板。 (CircuitBoard, 0, 2, 496, 1)
* 电子元件 (340): 不知道是啥的奇怪电子零件。 (ElectricParts, 0, 1, 235, 5)
* ??? (341): Item_EnemyGun_Spider_Rifle_Desc (EnemyGun_Spider_Rifle, 0, 9, 218, 1)
* ??? (342): Item_EnemyGun_Spider_Ring_Desc (EnemyGun_Spider_Ring, 0, 9, 229, 1)
* 破旧鱼竿 (343): 又破又旧的钓竿。 (FishingRod, 0, 1, 287, 1)
* Item_Bait1 (344): Item_Bait1_Desc (Bait1, 0, 93, 212, 3)
* Item_Bait2 (345): Item_Bait2_Desc (Bait2, 0, 94, 212, 3)
* 一级鱼 (346): Item_Fish1_Desc (Fish1, 0, 92, 83, 1)
* 二级鱼 (347): Item_Fish2_Desc (Fish2, 0, 93, 83, 1)
* Item_Bait3 (348): Item_Bait3_Desc (Bait3, 0, 95, 212, 3)
* 三级鱼 (349): Item_Fish3_Desc (Fish3, 0, 94, 83, 1)
* S-涂毒弹 (350): 子弹表面涂抹毒药。 (Bullet_AR_S_Poison, 0, 999, 12, 240)
* S-电击弹 (351): 释放电流的子弹，有时候能麻痹敌人。 (Bullet_AR_S_Electric, 0, 999, 22, 240)
* L-电击弹 (352): 集中的瞬间释放电力。 (Bullet_AR_L_Electric, 0, 999, 20, 180)
* L-空间弹 (353): 借助地核力量，能够扭曲空间，破坏坚硬的结构。 (Bullet_AR_L_Space, 0, 999, 35, 180)
* S-空间弹 (354): 借助地核力量，能够扭曲空间，破坏坚硬的结构。 (Bullet_AR_S_Space, 0, 999, 30, 240)
* 霰弹-穿甲弹 (355): 能够穿透低级护甲。 (Bullet_SHOT_Piercing2, 0, 999, 30, 80)
* 空手 (356): Item_AnimalWeapon_Desc (AnimalWeapon, 0, 9, 175, 1)
* 劣质弓 (357): 就是一根木棒中间绑了根绳子，可以凑合用用。 (A_Bow_Lv_1, 0, 1, 218, 1)
* 木箭矢 (358): 用树枝制作的箭矢。 (Bullet_Arrow_Normal, 0, 999, 25, 20)
* 灰房子钥匙 (359): 零号区域的一处民房钥匙。 (Key_GroundZero_GHouse, 0, 2, 380, 1)
* 杂物围栏钥匙 (360): 山丘一处不起眼的杂物堆放处。 (Key_GroundZero_Storage, 0, 2, 459, 1)
* 木料 (361): 经过了加工的木料。 (Wood, 0, 1, 102, 10)
* 金属片 (362): 略微生锈的金属片。 (MetalSlice, 0, 1, 89, 10)
* L-过期子弹 (363): 已经过了使用年限，一碰就碎。甚至连纸都打不穿。打这种子弹会较快降低枪械耐久。 (Bullet_AR_L_Rusted, 0, 999, 1, 180)
* S-生锈子弹 (364): 生了锈的小口径子弹。打不穿任何东西。打这种子弹会较快降低枪械耐久。 (Bullet_AR_S_Rusted, 0, 999, 1, 240)
* 木棍 (365): 可以挥来挥去的木棍，非常直。 (WoodStick, 0, 1, 10, 1)
* 老朋友的信 (366): 看见对面的营地没，后面有一块铁丝网坏掉了，然后他们用铁皮给补上了，但是一点也不牢靠，我用一个撬棍就能轻松打开。我之前从那进了不少货。 (Quest_Letter_EquipmentMercent, 0, 2, 1, 1)
* 武器零件 (367): 一堆用来制造枪械的零件。 (WeaponParts, 0, 1, 128, 5)
* 虚化的羽毛 (368): 感觉很快就会消失。 (Feather, 3, 2, 200, 15)
* 图腾:抗物 Ⅰ (369): 免疫流血。 (Totem_PhysicResist, 2, 2, 1000, 1)
* 图腾：马拉松 Ⅰ (370): 小幅减少耐力消耗。 (Totem_FinalDash, 2, 2, 1000, 1)
* 图腾：饥饿大师 (371): 减少能量和水分的消耗。 (Totem_Hunger, 3, 3, 2000, 1)
* 图腾：耐力 (372): 增加耐力上限，并加快体力恢复速度。 (Totem_Stamina, 3, 3, 1900, 1)
* 传送装置图纸 (373): 详细描述了传送装置的制作过程，异常的简单。 (Quest_Blueprint_TeleporterMachine, 0, 2, 200, 1)
* 配方：MD40 (374): 制作MD40的配方。 (Formula_Template, 0, 99, 253, 1)
* 农场镇传送密钥 (375): 有了这个，我们就可以传送到农场镇了。 (Quest_HardDrive_GroundZero_Signal, 0, 2, 1, 1)
* 蓝图：RPG发射器 (376): 用于在工作台研发武器：RPG。 (BP_RPG, 5, 6, 50, 1)
* 配方：捕兽夹 (377): 制作捕兽陷阱的配方。 (Formula_Trap, 0, 99, 253, 1)
* 配方：MD40 (378): 制作MD40的配方。 (Formula_WD40, 0, 99, 253, 1)
* 背带衣 (379): Music~ (ArmorCai, 0, 9, 350, 1)
* T.H篮球 (380): 气还很足。 (Basketball, 0, 3, 500, 1)
* 配方：背带衣 (381): 谢谢。 (Formula_ArmorCai, 0, 99, 253, 1)
* 配方：撬棍 (382): 制作撬棍的配方。 (Formula_Wrench03, 0, 99, 253, 1)
* 配方：电源线 (383): 制作电源线的配方。 (Formula_Cable, 0, 99, 253, 1)
* 机械钥匙 (384): 打开某个车门的钥匙。 (Key_Machine, 0, 1, 220, 1)
* 怀表 (385): 好像是锌合金做的。 (Quest_Watch, 0, 4, 774, 1)
* 货物清单 (386): 武器运送货物清单。 (Quest_List_GroundZeroGoods, 0, 2, 1, 1)
* 配方：电路板 (387): 在工作台制作电路板的配方。 (Formula_CircuitBoard, 0, 99, 253, 1)
* 0.2BTC (388): 这玩意也有实体的？ (BitCoin, 0, 5, 15631, 1)
* 神秘留言 (389): 告诉你，售货机里的东西，都超贵！售卖价格翻了好几倍！而且回收价竟然只有原价的一半！奸商，奸商！ (Quest_Letter_InShop, 0, 9, 1, 1)
* 小型能量弹 (390): 为小型能量武器提供能量。 (Bullet_Energy_S, 0, 999, 25, 120)
* 方块枪 (391): 小巧的电属性能量发射武器。 (Energy_CubeGun, 0, 9, 1018, 1)
* 蓝图：方块枪 (392): 用于研发能量武器：方块枪。 (BP_CubeGun, 5, 6, 50, 1)
* 蓝图：小型能量弹药 (393): 手工制作小型能量弹药的方法。 (BP_Bullet_Energy_S, 5, 6, 50, 1)
* 计算核心 (394): 蜘蛛型机器人的计算核心。 (ComputeCore, 5, 2, 500, 5)
* 黑色针剂 (395): 原型是BeLand公司研发的“脏水”生化药剂。J-Lab经过两年半研究，对其进行改良，极大降低了对宿主造成的副作用。药物全称是Ginius-PEP-Mg，也可称作基尼肽镁。 (Jinitaimei, 0, 6, 34, 3)
* 配方：黑色药剂 (396): 在医疗站解锁黑色药剂的配方。 (Formula_Jinitaimei, 0, 99, 253, 1)
* 比特币矿机 (397): Item_BitcoinMiner_Desc (BitcoinMiner, 5, 2, 500, 1)
* 负重针 (398): 增加负重，持续240秒。 (Injection_Weight, 0, 3, 648, 3)
* 爆炸箭 (399): 这玩意没有安全爆炸距离。 (Bullet_Arrow_Explosion, 0, 999, 500, 5)
* 蓝图：爆炸箭 (400): 在工作台制作爆炸箭的配方。 (BP_ArrowExplosion, 5, 6, 50, 1)
* 蓝图：土豆显卡 (401): 手搓土豆显卡的图纸，上面还画了大便的俯视图，不知是何用意。 (BP_GPU_Potato, 0, 6, 50, 1)
* 土豆显卡 (402): 真是一场奇迹。 (GPU_Potato, 0, 9, 800, 1)
* 土豆 (403): 土豆的香气。 (Potato, 0, 1, 230, 3)
* 霰弹-破烂 (404): 弹壳已经老化了，里面的弹丸估计也好不到哪去。 (Bullet_SHOT_Rusted, 0, 999, 3, 80)
* 蓝图：防毒面具 (405): 制作防毒面具的蓝图。 (BP_GasMask, 5, 99, 50, 1)
* 狙击-劣质子弹 (406): 偷工减料的子弹。 (Bullet_Sniper_Rusted, 0, 999, 19, 30)
* M107 (407): 很猛，甚至不像是用来与有机生物作战的武器，重量也相当夸张。 (Sniper_Balett, 0, 6, 23102, 1)
* 电抗性针 (408): 一段时间内受到的电属性伤害降低。 (Injection_ElecResist, 0, 3, 648, 3)
* 镇痛剂 (409): 让你在一段时间内无视疼痛。 (Injection_PainResist, 0, 3, 648, 3)
* 配方：抗电性针 (410): 在医疗站制作抗电性针的配方。 (Formula_Injection_ElecResist, 0, 99, 253, 1)
* 配方：镇痛剂 (411): 在医疗站制作镇痛剂的配方。 (Formula_Injection_PainResist, 0, 99, 253, 1)
* 狙击枪弹匣 Lv1 (412): 扩容弹匣。 (Magazine_Sniper_Lv_1, 0, 999, 1590, 1)
* 狙击枪弹匣 Lv2 (413): 扩容弹匣。 (Magazine_Sniper_Lv_2, 3, 999, 3250, 1)
* 狙击枪弹匣 Lv3 (414): 扩容弹匣。 (Magazine_Sniper_Lv_3, 4, 999, 5600, 1)
* 狙击枪弹匣 Lv4 (415): 扩容弹匣。 (Magazine_Sniper_Lv_4, 5, 999, 9800, 1)
* 大口径消音器 Lv1 (416): 减弱声音传播距离。 (Muzzle_L_Slience_1, 0, 999, 1200, 1)
* 大口径消音器 Lv2 (417): 减弱声音传播距离。 (Muzzle_L_Slience_2, 3, 999, 2000, 1)
* 大口径消音器 Lv3 (418): 减弱声音传播距离。 (Muzzle_L_Slience_3, 4, 999, 3250, 1)
* 大口径消音器 Lv4 (419): 减弱声音传播距离。 (Muzzle_L_Slience_4, 5, 999, 6800, 1)
* 小口径消音器 Lv1 (420): 减弱声音传播距离。 (Muzzle_S_Slience_1, 0, 999, 1200, 1)
* 小口径消音器 Lv2 (421): 减弱声音传播距离。 (Muzzle_S_Slience_2, 3, 999, 2000, 1)
* 小口径消音器 Lv3 (422): 减弱声音传播距离。 (Muzzle_S_Slience_3, 4, 999, 3250, 1)
* 小口径消音器 Lv4 (423): 减弱声音传播距离。 (Muzzle_S_Slience_4, 5, 999, 6800, 1)
* 黑市联络笔记 (424): 沾满黑乎乎的东西，记录着各路商人的信息，但是用某种方式加密了。 (Note_BlackMarket, 3, 3, 2541, 1)
* 加密U盘 (425): 可用于存储资料。 (UDisk, 3, 3, 2466, 1)
* 地窖钥匙 (426): 通往某处地窖。 (Key_HiddenWarehouse_Cellar, 0, 2, 220, 1)
* 隐居者的信 (427): 我挖了条地道，直通对面的仓库后面。但是钥匙让我整丢了。 (Quest_Letter_HiddenWarehouse_Explorer, 0, 2, 1, 1)
* 瓶装水 (428): 瓶装矿泉水，微微发绿。 (Water, 0, 2, 375, 1)
* 愿望单之力 (429): 奖励给添加愿望单的勇士。你一定已经添加愿望单了对吧？对吧？ (PowerOfWishlist, 0, 5, 4580, 1)
* 图腾:抗电 Ⅱ (430): 免疫触电。 (Totem_ElecResist 2, 4, 4, 3500, 1)
* 图腾:抗电 Ⅰ (431): 降低受到的电属性伤害。 (Totem_ElecResist, 3, 3, 2000, 1)
* 图腾:效率 Ⅱ (432): 医疗物品的效率提高。 (Totem_Efficiency 2, 2, 2, 1000, 1)
* 图腾:控枪 Ⅲ (433): 降低枪械的后坐力与散布。 (Totem_GunControl 3, 3, 3, 2000, 1)
* 图腾：战术换弹 (434): 巨幅提高换弹速度。 (Totem_Reload, 4, 4, 3500, 1)
* 图腾:忍者 Ⅱ (435): 降低奔跑时的声音传播距离。 (Totem_Ninja 2, 2, 2, 1000, 1)
* 图腾:忍者 Ⅰ (436): 小幅降低奔跑时的声音传播距离。 (Totem_Ninja, 1, 1, 350, 1)
* VPO-劳登改 (437): 经过劳登改造的VPO狙击步枪。 (Sniper_VPO_Deng, 0, 9, 6046, 1)
* 热血针剂 (438): 变得易怒，受到伤害时移动速度与近战伤害会提高，持续60秒。 (Injection_HotBlood, 0, 4, 2868, 3)
* 配方：热血针剂 (439): 在医疗站制作热血针剂的配方。 (Formula_Injection_HotBlood, 0, 99, 253, 1)
* 废弃加油站钥匙 (440): 某处废弃加油站的钥匙。 (Key_GasStation_Warehouse, 0, 1, 220, 1)
* 厂区办公室钥匙 (441): 打开位于工厂区的某处办公室。 (Key_RedWareHosue_Warehouse, 0, 1, 220, 1)
* 小隔间钥匙 (442): 打开某个房子的小隔间。 (Key_SmallRoom_HiddenWarehouse, 0, 1, 220, 1)
* 地窖围栏钥匙 (443): 地窖中一处围栏的钥匙。 (Key_HiddenWarehouse_Cellar_Wire, 0, 3, 220, 1)
* 红包 (444): 四次元红包，里面不一定装着什么好东西，拆开看看？ (RedBag, 0, 3, 1817, 1)
* 小纸条 (445): 恭喜发财。 (LuckyNote_1, 0, 9, 10, 10)
* 铜钱串 (446): 好贵！ (NewYear_AncientCoins, 0, 5, 13666, 1)
* 中国结 (447): 好看！ (NewYear_ChineseKnot, 0, 4, 3885, 1)
* 红灯笼 (448): 好热闹！ (NewYear_Lantern, 0, 2, 2373, 1)
* 饺子 (449): 好吃！ (Dumpling, 0, 2, 212, 3)
* 烂格力克 (450): 残次品的格力克。 (S_GLick_Low, 0, 0, 66, 1)
* 现金 (451): 纸质现金。 (Cash, 0, 1, 1, 1000000)
* 快速握把A (452): 提高瞄准速度的握把。 (Grip_ALL_ADS_1, 0, 2, 500, 1)
* 快速握把B (453): 大幅提高瞄准速度的握把。 (Grip_ALL_ADS_2, 0, 3, 1100, 1)
* Item_Grip_ALL_MOV_1 (454): Item_Grip_ALL_MOV_1_Desc (Grip_ALL_MOV_1, 0, 999, 1, 1)
* 垂直握把I (455): 加强垂直后坐力控制的握把。 (Grip_ALL_REC_1, 0, 3, 1100, 1)
* 水平握把I (456): 加强水平后坐力控制的握把。 (Grip_ALL_REC_2, 0, 3, 1100, 1)
* 平衡握把 (457): 加强后坐力控制的握把。 (Grip_ALL_REC_3, 0, 4, 2400, 1)
* 垂直握把II (458): 极大幅加强垂直后坐力控制的握把。 (Grip_ALL_REC_4, 0, 4, 2400, 1)
* 水平握把II (459): 极大幅加强水平后坐力控制的握把。 (Grip_ALL_REC_5, 0, 4, 2400, 1)
* 腰射握把I (460): 提高腰射控制与机动性的握把。 (Grip_ALL_SCA_1, 0, 3, 1100, 1)
* Item_Grip_ALL_SCA_2 (461): Item_Grip_ALL_SCA_2_Desc (Grip_ALL_SCA_2, 0, 999, 1, 1)
* 腰射握把II (462): 大幅提高腰射控制与机动性的握把。 (Grip_ALL_SCA_3, 0, 4, 2400, 1)
* 手枪制退器-均衡A (463): 加强后坐力控制与射程的手枪枪口。 (Muzzle_PST_REC_1, 0, 3, 1100, 1)
* 手枪制退器-均衡B (464): 大幅加强后坐力控制的手枪枪口。 (Muzzle_PST_REC_2, 0, 3, 1100, 1)
* 手枪消音器 (465): 降低开枪时声响的手枪枪口，但会损失少量子弹速度与射程。 (Muzzle_PST_SIL_1, 0, 2, 500, 1)
* 手枪延长枪口 (466): 提高射程的手枪枪口，但会损失移动速度。 (Muzzle_PST_DIS_1, 0, 3, 1100, 1)
* 手枪制退器-散布 (467): 提高瞄准时散布控制的手枪枪口。 (Muzzle_PST_SCA_1, 0, 2, 500, 1)
* 冲锋枪制退器-均衡A (468): 加强后坐力控制与射程的冲锋枪枪口。 (Muzzle_SMG_REC_1, 0, 3, 1100, 1)
* 冲锋枪制退器-均衡B (469): 大幅加强后坐力控制的冲锋枪枪口。 (Muzzle_SMG_REC_2, 0, 3, 1100, 1)
* 冲锋枪垂直制退器 (470): 极大幅加强垂直后坐力控制的冲锋枪枪口。 (Muzzle_SMG_REC_3, 0, 4, 2400, 1)
* 冲锋枪水平制退器 (471): 极大幅加强水平后坐力控制的冲锋枪枪口。 (Muzzle_SMG_REC_4, 0, 4, 2400, 1)
* 冲锋枪制退器-散布 (472): 提高瞄准时散布控制的冲锋枪枪口。 (Muzzle_SMG_SCA_1, 0, 2, 500, 1)
* 冲锋枪螺旋制退器 (473): 大幅提高瞄准时散布控制的冲锋枪枪口。 (Muzzle_SMG_SCA_2, 0, 3, 1100, 1)
* 冲锋枪消音器 (474): 降低开枪时声响的冲锋枪枪口，但会损失少量子弹速度与射程。 (Muzzle_SMG_SIL_1, 0, 2, 500, 1)
* 步枪延长枪口 (475): 提高射程的步枪枪口，但会损失移动速度。 (Muzzle_AR_DIS_1, 0, 3, 1100, 1)
* 步枪制退器-均衡A (476): 加强后坐力控制与射程的步枪枪口。 (Muzzle_AR_REC_1, 0, 3, 1100, 1)
* 步枪制退器-均衡B (477): 大幅加强后坐力控制的步枪枪口。 (Muzzle_AR_REC_2, 0, 3, 1100, 1)
* 步枪垂直制退器 (478): 极大幅加强垂直后坐力控制的步枪枪口。 (Muzzle_AR_REC_3, 0, 4, 2400, 1)
* 步枪水平制退器 (479): 极大幅加强水平后坐力控制的步枪枪口。 (Muzzle_AR_REC_4, 0, 4, 2400, 1)
* 步枪制退器-散布 (480): 提高瞄准时散布控制的步枪枪口。 (Muzzle_AR_SCA_1, 0, 2, 500, 1)
* 步枪螺旋制退器 (481): 大幅提高瞄准时散布控制的步枪枪口。 (Muzzle_AR_SCA_2, 0, 3, 1100, 1)
* 步枪消音器 (482): 降低开枪时声响的步枪枪口，但会损失少量子弹速度与射程。 (Muzzle_AR_SIL_1, 0, 2, 500, 1)
* Item_Muzzle_AR_SIL_2 (483): Item_Muzzle_AR_SIL_2_Desc (Muzzle_AR_SIL_2, 0, 999, 1, 1)
* 狙击枪延长枪口 (484): 提高射程的狙击枪枪口，但会损失移动速度。 (Muzzle_SNP_DIS_1, 0, 3, 1100, 1)
* 狙击枪制退器-均衡A (485): 加强后坐力控制与射程的狙击枪枪口。 (Muzzle_SNP_REC_1, 0, 3, 1100, 1)
* Item_Muzzle_SNP_REC_2 (486): Item_Muzzle_SNP_REC_2_Desc (Muzzle_SNP_REC_2, 0, 999, 1, 1)
* 狙击枪水平制退器 (487): 极大幅加强水平后坐力控制的狙击枪枪口。 (Muzzle_SNP_REC_3, 0, 4, 2400, 1)
* 狙击枪制退器-散布 (488): 提高瞄准时散布控制的狙击枪枪口。 (Muzzle_SNP_SCA_1, 0, 2, 500, 1)
* 狙击枪制退器-机动 (489): 提高腰射控制的狙击枪枪口。 (Muzzle_SNP_SCA_2, 0, 3, 1100, 1)
* 狙击枪消音器 (490): 降低开枪时声响的狙击枪枪口，但会损失少量子弹速度与射程。 (Muzzle_SNP_SIL_1, 0, 2, 500, 1)
* Item_Muzzle_SNP_SIL_2 (491): Item_Muzzle_SNP_SIL_2_Desc (Muzzle_SNP_SIL_2, 0, 999, 1, 1)
* Item_Muzzle_SNP_SIL_3 (492): Item_Muzzle_SNP_SIL_3_Desc (Muzzle_SNP_SIL_3, 0, 999, 1, 1)
* 霰弹枪制退器-均衡A (493): 加强后坐力控制与射程的霰弹枪枪口。 (Muzzle_SHT_REC_1, 0, 3, 1100, 1)
* Item_Muzzle_SHT_REC_2 (494): Item_Muzzle_SHT_REC_2_Desc (Muzzle_SHT_REC_2, 0, 999, 1, 1)
* Item_Muzzle_SHT_REC_3 (495): Item_Muzzle_SHT_REC_3_Desc (Muzzle_SHT_REC_3, 0, 999, 1, 1)
* Item_Muzzle_SHT_REC_4 (496): Item_Muzzle_SHT_REC_4_Desc (Muzzle_SHT_REC_4, 0, 999, 1, 1)
* Item_Muzzle_SHT_SCA_1 (497): Item_Muzzle_SHT_SCA_1_Desc (Muzzle_SHT_SCA_1, 0, 999, 1, 1)
* Item_Stock_PST_MOV_1 (498): Item_Stock_PST_MOV_1_Desc (Stock_PST_MOV_1, 0, 999, 1, 1)
* Item_Stock_PST_REL_1 (499): Item_Stock_PST_REL_1_Desc (Stock_PST_REL_1, 0, 999, 1, 1)
* Item_Stock_PST_SCA_1 (500): Item_Stock_PST_SCA_1_Desc (Stock_PST_SCA_1, 0, 999, 1, 1)
* Item_Stock_PST_SCA_2 (501): Item_Stock_PST_SCA_2_Desc (Stock_PST_SCA_2, 0, 999, 1, 1)
* Item_Stock_SMG_MOV_1 (502): Item_Stock_SMG_MOV_1_Desc (Stock_SMG_MOV_1, 0, 999, 1, 1)
* Item_Stock_SMG_REC_1 (503): Item_Stock_SMG_REC_1_Desc (Stock_SMG_REC_1, 0, 999, 1, 1)
* Item_Stock_SMG_REL_1 (504): Item_Stock_SMG_REL_1_Desc (Stock_SMG_REL_1, 0, 999, 1, 1)
* Item_Stock_SMG_SCA_1 (505): Item_Stock_SMG_SCA_1_Desc (Stock_SMG_SCA_1, 0, 999, 1, 1)
* Item_Stock_SMG_SCA_2 (506): Item_Stock_SMG_SCA_2_Desc (Stock_SMG_SCA_2, 0, 999, 1, 1)
* Item_Stock_SMG_SCA_3 (507): Item_Stock_SMG_SCA_3_Desc (Stock_SMG_SCA_3, 0, 999, 1, 1)
* 快速枪托 (508): 大幅提高瞄准速度与机动性的枪托。 (Stock_AR_MOV_1, 0, 3, 1100, 1)
* 平衡枪托I (509): 加强后坐力控制的枪托。 (Stock_AR_REC_1, 0, 2, 500, 1)
* 平衡枪托II (510): 大幅加强后坐力控制的枪托。 (Stock_AR_REC_2, 0, 3, 1100, 1)
* 轻型枪托 (511): 极大幅提高机动性的枪托。 (Stock_AR_REL_1, 0, 4, 2400, 1)
* Item_Stock_AR_SCA_1 (512): Item_Stock_AR_SCA_1_Desc (Stock_AR_SCA_1, 0, 999, 1, 1)
* Item_Stock_AR_SCA_2 (513): Item_Stock_AR_SCA_2_Desc (Stock_AR_SCA_2, 0, 999, 1, 1)
* 腰射枪托I (514): 加强腰射散布控制的枪托。 (Stock_AR_SCA_3, 0, 2, 500, 1)
* 控制枪托 (515): 加强瞄准散布控制的枪托。 (Stock_AR_SCA_4, 0, 2, 500, 1)
* 腰射枪托II (516): 极大幅加强腰射散布控制的枪托。 (Stock_AR_SCA_5, 0, 4, 2400, 1)
* Item_Stock_AR_SCA_6 (517): Item_Stock_AR_SCA_6_Desc (Stock_AR_SCA_6, 0, 999, 1, 1)
* Item_Stock_SNP_REC_1 (518): Item_Stock_SNP_REC_1_Desc (Stock_SNP_REC_1, 0, 999, 1, 1)
* 狙击枪平衡枪托II (519): 大幅加强后坐力控制的狙击枪枪托。 (Stock_SNP_REC_2, 0, 999, 1100, 1)
* Item_Stock_SNP_SCA_1 (520): Item_Stock_SNP_SCA_1_Desc (Stock_SNP_SCA_1, 0, 999, 1, 1)
* 狙击枪控制枪托I (521): 加强瞄准散布控制的狙击枪枪托。 (Stock_SNP_SCA_2, 0, 999, 500, 1)
* Item_Stock_SNP_SCA_3 (522): Item_Stock_SNP_SCA_3_Desc (Stock_SNP_SCA_3, 0, 999, 1, 1)
* 狙击枪控制枪托II (523): 极大幅加强瞄准散布控制的狙击枪枪托。 (Stock_SNP_SCA_4, 0, 999, 2400, 1)
* Item_Stock_SHT_MOV_1 (524): Item_Stock_SHT_MOV_1_Desc (Stock_SHT_MOV_1, 0, 999, 1, 1)
* Item_Stock_SHT_REC_1 (525): Item_Stock_SHT_REC_1_Desc (Stock_SHT_REC_1, 0, 999, 1, 1)
* Item_Stock_SHT_REL_1 (526): Item_Stock_SHT_REL_1_Desc (Stock_SHT_REL_1, 0, 999, 1, 1)
* Item_Stock_SHT_SCA_1 (527): Item_Stock_SHT_SCA_1_Desc (Stock_SHT_SCA_1, 0, 999, 1, 1)
* Item_Stock_SHT_SCA_2 (528): Item_Stock_SHT_SCA_2_Desc (Stock_SHT_SCA_2, 0, 999, 1, 1)
* Item_Stock_SHT_SCA_3 (529): Item_Stock_SHT_SCA_3_Desc (Stock_SHT_SCA_3, 0, 999, 1, 1)
* Item_Stock_SHT_SCA_4 (530): Item_Stock_SHT_SCA_4_Desc (Stock_SHT_SCA_4, 0, 999, 1, 1)
* 手枪快速弹匣I (531): 提高瞄准速度的手枪弹匣。 (Magazine_PST_ADS_1, 0, 2, 500, 1)
